transaction_id,date,magasin_id,montant,categorie,client_id
TXN_000163,24-01-2024,MAG_028,489.28,Alimentaire,
TXN_000164,2024-02-12,MAG_045,153.24,Alimentaire,CLIENT_0333
TXN_000165,15/01/2024,MAG_019,182.44,Maison,
TXN_000166,03/03/2024,MAG_034,208.97,Textile,CLIENT_0180
TXN_000167,21/01/2024,MAG_040,436.07,Beauté,
TXN_000168,05/07/2024,MAG_038,75.84,Maison,CLIENT_0471
TXN_000169,03/06/2024,MAG_043,9.65,Maison,CLIENT_0694
TXN_000170,19-05-2024,MAG_011,41.56,Électroniqe,CLIENT_0707
TXN_000171,05-03-2024,MAG_030,423.43,Textile,#N/A
TXN_000172,05/03/2024,MAG_007,122.42,Beauté,
TXN_000173,2024-05-27,MAG_019,496.38,Électronique,CLIENT_0850
TXN_000174,2024-06-17,MAG_026,140.87,Beauté,CLIENT_0933
TXN_000175,04/06/2024,MAG_048,250.88,Électronique,CLIENT_0622
TXN_000176,03/31/2024,MAG_015,320.13,Beauté,
TXN_000177,06/22/2024,MAG_INEXISTANT_003,315.98,Alimentaire,CLIENT_0808
TXN_000178,2024-04-22,MAG_003,291.89,Textile,
TXN_000179,16/03/2024,MAG_021,375.0,Textile,CLIENT_0136
TXN_000180,18/05/2024,MAG_024,267.77,Électronique,CLIENT_0264
TXN_000181,2024-05-03,MAG_019,374.55,Électronique,CLIENT_0480
TXN_000182,20-01-2024,MAG_010,378.3,Textile,CLIENT_0991
TXN_000183,2024-05-22,MAG_024,-49.7,Maison,CLIENT_0271
TXN_000184,2024/05/17,MAG_008,230.12,Électronique,CLIENT_0391
TXN_000185,12-06-2024,MAG_024,58.63,Textile,CLIENT_0026
TXN_000186,07/06/2024,MAG_036,167.36,Beauté,CLIENT_0664
TXN_000187,17-01-2024,MAG_041,412.81,Électronique,CLIENT_0120
TXN_000188,05-02-2024,MAG_003,473.4,Électronique,n/a
TXN_000189,25-01-2024,MAG_016,444.19,Textile,#N/A
TXN_000190,04-04-2024,MAG_043,474.94,,CLIENT_0602
TXN_000191,2024/02/09,MAG_INEXISTANT_007,329.19,Maison,CLIENT_0418
TXN_000192,12-03-2024,MAG_003,346.69,Textile,CLIENT_0456
TXN_000193,2024/03/01,MAG_024,54.18,Électronique,CLIENT_0924
TXN_000194,14/06/2024,MAG_023,34.97,Électronique,CLIENT_0992
TXN_000195,2024/02/01,MAG_030,50.38,Textile,CLIENT_0995
TXN_000196,06/01/2024,MAG_004,394.46,Textile,
TXN_000197,24/05/2024,MAG_014,38.96,Beauté,  
TXN_000198,2024/02/25,MAG_015,167.64,Textile,CLIENT_0003
TXN_000199,03/11/2024,MAG_010,493.83,Beauté,
TXN_000200,14/02/2024,MAG_008,332.22,Alimentaire,CLIENT_0016
TXN_000201,01/04/2024,MAG_016,296.48,Alimentaire,
TXN_000202,2024/03/08,MAG_004,67.75,Maison,
TXN_000203,2024/01/17,MAG_031,226.9,Électronique,
TXN_000204,2024/05/31,MAG_007,228.74,Textile,#N/A
TXN_000205,2024-06-17,MAG_034,154.31,Alimentaire,
TXN_000206,02-05-2024,MAG_026,216.01,Alimentaire,CLIENT_0730
TXN_000207,2024/04/23,MAG_005,450.14,Électronique,
TXN_000208,2024/01/17,MAG_009,141.13,Beauté,CLIENT_0730
TXN_000209,03/24/2024,MAG_025,497.34,Beauté,CLIENT_0465
TXN_000210,2024/05/09,MAG_INEXISTANT_010,217.95,Alimentaire,CLIENT_0739
TXN_000211,25-02-2024,MAG_028,228.52,Textile,CLIENT_0348
TXN_000212,04/26/2024,MAG_026,210.91,Alimentaire,CLIENT_0438
TXN_000213,21-03-2024,MAG_043,131.17,Textile,CLIENT_0069
TXN_000214,01/24/2024,MAG_006,51.15,Alimentaire,CLIENT_0832
TXN_000215,2024/02/03,MAG_036,34.69,Beauté,CLIENT_0338
TXN_000216,2024-06-20,MAG_008,208.35,Maison,CLIENT_0992
TXN_000217,2024/03/14,MAG_039,159.66,Alimentaire,
TXN_000218,05/09/2024,MAG_014,81.59,Maisond,CLIENT_0866
TXN_000219,2024/05/22,MAG_024,61.87,Électronique,CLIENT_0232
TXN_000220,2024/04/19,MAG_036,487.4,Beauté,CLIENT_0692
TXN_000221,2024-06-13,MAG_036,18.0,Électronique,
TXN_000222,02/16/2024,MAG_018,352.84,Électronique,CLIENT_0360
TXN_000223,02-01-2024,MAG_012,435.58,Beauté,
TXN_000224,2024-01-18,MAG_010,371.78,Alimentaire,CLIENT_0765
TXN_000225,05/15/2024,MAG_014,191.22,Mison,
TXN_000226,2024/03/20,MAG_047,165.57,Beauté,
TXN_000227,2024-01-22,MAG_004,82.01,Beauté,
TXN_000228,21-06-2024,MAG_006,139.69,Maison,NULL
TXN_000229,2024-04-23,MAG_027,140.22,Beauté,CLIENT_0354
TXN_000230,20-04-2024,MAG_008,145.21,Beauté,CLIENT_0540
TXN_000231,2024/06/19,MAG_020,27.48,Maison,CLIENT_0057
TXN_000232,01/02/2024,MAG_INEXISTANT_004,154.2,NULL,CLIENT_0123
TXN_000233,02/01/2024,MAG_032,374.77,Textile,CLIENT_0390
TXN_000234,05/16/2024,MAG_046,118.9,Beauté,CLIENT_0074
TXN_000235,11-04-2024,MAG_048,25.94,Alimentaire,CLIENT_0944
TXN_000236,20-01-2024,MAG_021,290.0,Beauté,
TXN_000237,2024-06-12,MAG_027,148.31,Maison,CLIENT_0990
TXN_000238,24-03-2024,MAG_011,401.65,Beauté,CLIENT_0852
TXN_000239,25/06/2024,MAG_024,48.62,Alimentaire,CLIENT_0447
TXN_000240,05/30/2024,MAG_026,264.36,Maison,
TXN_000241,2024-03-27,MAG_015,169.87,Textile,CLIENT_0523
TXN_000242,06/11/2024,MAG_008,267.65,Textile,CLIENT_0360
TXN_000243,06/14/2024,MAG_010,121.95,Textile,CLIENT_0203
TXN_000244,14/02/2024,MAG_039,80.67,Alimentaire,CLIENT_0975
TXN_000245,2024/06/09,MAG_032,234.66,Beauté,NULL
TXN_000246,2024/04/24,MAG_044,462.46,Beauté,CLIENT_0331
TXN_000247,09-06-2024,MAG_021,79.72,Alimentaire,
TXN_000248,2024/04/23,MAG_041,154.9,Électronique,CLIENT_0058
TXN_000249,31-03-2024,MAG_033,41.72,Maison,CLIENT_0039
TXN_000250,2024-01-15,MAG_024,416.69,Alimentaire,
TXN_000251,2024/06/06,MAG_039,256.0,Maison,
TXN_000252,21-05-2024,MAG_048,448.46,Matison,
TXN_000253,2024-05-08,MAG_010,479.07,Maison,null
TXN_000254,2024-03-28,MAG_046,46.74,Textile,  
TXN_000255,2024/03/04,MAG_046,221.69,Maison,NULL
TXN_000256,05-06-2024,MAG_011,185.13,Électronique,CLIENT_0419
TXN_000257,2024-03-27,MAG_044,300.95,Électronique,
TXN_000258,01/25/2024,MAG_036,340.8,Électronique,
TXN_000259,2024-06-17,MAG_039,437.27,Électronique,null
TXN_000260,18-06-2024,MAG_010,458.79,Électronique,CLIENT_0133
TXN_000261,2024/06/01,MAG_046,469.31,Électronique,
TXN_000262,2024/04/06,MAG_042,396.87,,
TXN_000263,01/24/2024,MAG_042,336.88,Beauté,
TXN_000264,01/05/2024,MAG_024,157.89,,CLIENT_0971
TXN_000265,04/05/2024,MAG_013,117.14,Textile,#N/A
TXN_000266,2024/03/16,MAG_007,256.31,Beauté,CLIENT_0039
TXN_000267,18/06/2024,MAG_022,438.81,Beauté,CLIENT_0612
TXN_000268,06/04/2024,MAG_010,85.31,Beauté,CLIENT_0739
TXN_000269,22-04-2024,MAG_003,208.38,Textile,
TXN_000270,13/03/2024,MAG_049,375.53,Maison,CLIENT_0547
TXN_000271,02/03/2024,MAG_020,482.97,Maison,CLIENT_0377
TXN_000272,06/22/2024,MAG_037,492.3,,NULL
TXN_000273,07/04/2024,MAG_033,266.09,Textile,CLIENT_0821
TXN_000274,03-06-2024,MAG_009,437.14,Alimentaire,CLIENT_0896
TXN_000275,2024-04-05,MAG_036,467.48,Beauté,CLIENT_0292
TXN_000276,2024/01/22,MAG_049,84.35,Maison,CLIENT_0151
TXN_000277,21-04-2024,MAG_006,473.47,Textile,
TXN_000278,2024/03/30,MAG_002,210.37,Maison,CLIENT_0383
TXN_000279,01/03/2024,MAG_025,497.29,Électronique,CLIENT_0029
TXN_000280,22/03/2024,MAG_007,420.39,Électronique,CLIENT_0141
TXN_000281,10/01/2024,MAG_019,459.11,Maison,CLIENT_0778
TXN_000282,2024-06-29,MAG_031,227.06,Alimentaire,CLIENT_0020
TXN_000283,2024/03/06,MAG_014,418.31,Beauté,CLIENT_0541
TXN_000284,04/18/2024,MAG_008,-389.21,Textile,CLIENT_0125
TXN_000285,13-01-2024,MAG_016,212.81,Beauté,
TXN_000286,2024/01/17,MAG_008,419.16,Maison,CLIENT_0549
TXN_000287,05/01/2024,MAG_041,-260.11,Textile,CLIENT_0299
TXN_000288,2024/04/19,MAG_001,309.33,Textile,CLIENT_0427
TXN_000289,02/17/2024,MAG_043,335.77,Beauté,CLIENT_0070
TXN_000290,2024/05/14,MAG_035,256.13,Beauté,CLIENT_0021
TXN_000291,04/09/2024,MAG_031,26.55,Maison,
TXN_000292,03/05/2024,MAG_048,13.04,,CLIENT_0247
TXN_000293,06/17/2024,MAG_041,56.31,Beauté,CLIENT_0137
TXN_000294,12-01-2024,MAG_023,275.28,,CLIENT_0713
TXN_000295,2024-05-02,MAG_041,95.23,Textile,CLIENT_0734
TXN_000296,27/04/2024,MAG_003,150.25,Alimentaire,CLIENT_0908
TXN_000297,11-01-2024,MAG_021,467.02,Beauté,NULL
TXN_000298,05/19/2024,MAG_031,130.39,Textile,CLIENT_0366
TXN_000299,01/13/2024,MAG_042,169.3,Alimentaire,n/a
TXN_000300,12-04-2024,MAG_048,222.67,Mison,#N/A
TXN_000301,05/07/2024,MAG_024,462.53,Beauté,CLIENT_0821
TXN_000302,22/01/2024,MAG_INEXISTANT_007,44.07,Beauté,CLIENT_0559
TXN_000303,03/16/2024,MAG_021,55.79,Électronique,CLIENT_0314
TXN_000304,24-04-2024,MAG_039,-360.24,Textile,CLIENT_0360
TXN_000305,2024/04/24,MAG_003,364.77,Électronique,N/A
TXN_000306,2024-03-11,MAG_041,490.11,Alimentaire,CLIENT_0688
TXN_000307,2024-06-12,MAG_026,184.84,Textile,CLIENT_0147
TXN_000308,04/06/2024,MAG_044,391.75,Alimentaire,n/a
TXN_000309,2024-03-01,MAG_INEXISTANT_006,184.26,Beauté,CLIENT_0620
TXN_000310,02/09/2024,MAG_044,227.71,Électronique,CLIENT_0455
TXN_000311,20-01-2024,MAG_037,73.16,Électronique,
TXN_000312,2024-03-21,MAG_042,-142.95,#N/A,CLIENT_0754
TXN_000313,2024-02-17,MAG_032,261.28,Beauté,CLIENT_0269
TXN_000314,03/07/2024,MAG_046,225.91,Beauté,CLIENT_0711
TXN_000315,05-05-2024,MAG_013,65.71,Alimentaire,CLIENT_0177
TXN_000316,04/23/2024,MAG_006,406.2,Électronique,NULL
TXN_000317,17/01/2024,MAG_036,273.37,Électronique,CLIENT_0729
TXN_000318,2024/06/28,MAG_041,91.18,Électronique,
TXN_000319,27/02/2024,MAG_008,492.64,Textile,CLIENT_0810
TXN_000320,2024/05/06,MAG_002,183.64,Beaté,CLIENT_0133
TXN_000321,05-06-2024,MAG_006,37.55,maISoN,CLIENT_0478
TXN_000322,2024/06/23,MAG_034,175.53,Beauté,#N/A
TXN_000323,2024/02/16,MAG_050,483.3,N/A,CLIENT_0933
TXN_000324,15/01/2024,MAG_008,261.46,Électronique,
TXN_000325,03/23/2024,MAG_046,116.61,Beauté,CLIENT_0867
TXN_000326,01/21/2024,MAG_017,102.17,Beauté,CLIENT_0129
TXN_000327,2024/06/09,MAG_020,309.14,Alimentaire,CLIENT_0657
TXN_000328,13/02/2024,MAG_038,471.1,Textile,
TXN_000329,2024/06/08,MAG_047,451.49,Électronique,CLIENT_0043
TXN_000330,01/08/2024,MAG_006,27.5,Beauté,CLIENT_0667
TXN_000331,2024-02-23,MAG_050,288.21,Beauté,CLIENT_0510
TXN_000332,09-06-2024,MAG_INEXISTANT_009,148.39,,CLIENT_0251
TXN_000333,2024-06-24,MAG_026,152.23,Alimentaire,
TXN_000334,10/02/2024,MAG_029,210.73,Matison,CLIENT_0321
TXN_000335,22-03-2024,MAG_047,494.07,Électronique,CLIENT_0134
TXN_000336,04/04/2024,MAG_033,283.02,Électronique,CLIENT_0478
TXN_000337,2024-02-01,MAG_018,227.55,Textile,
TXN_000338,13-01-2024,MAG_019,472.97,Beauté,#N/A
TXN_000339,10/02/2024,MAG_021,467.21,Électronique,CLIENT_0782
TXN_000340,10-02-2024,MAG_032,498.0,Maison,#N/A
TXN_000341,2024/03/19,MAG_032,16.47,Maison,CLIENT_0469
TXN_000342,2024-03-02,MAG_014,293.76,Alimentaire,CLIENT_0289
TXN_000343,05/06/2024,MAG_039,441.76,,CLIENT_0550
TXN_000344,01/03/2024,MAG_007,218.31,Électronique,
TXN_000345,2024/04/13,MAG_024,27.39,Alimentaire,  
TXN_000346,2024/02/19,MAG_024,278.85,alIMEntaiRE,
TXN_000347,12/04/2024,MAG_033,24.93,Alimentaire,N/A
TXN_000348,2024/03/26,MAG_031,262.07,Textile,  
TXN_000349,05/11/2024,MAG_009,167.34,Beauté,
TXN_000350,2024/02/11,MAG_026,495.35,Électronique,
TXN_000351,27-03-2024,MAG_033,415.0,Beauté,CLIENT_0726
TXN_000352,05/24/2024,MAG_020,240.07,Alimentaire,CLIENT_0340
TXN_000353,06/21/2024,MAG_008,490.05,Beauté,
TXN_000354,2024/06/25,MAG_INEXISTANT_001,300.47,Électronique,CLIENT_0592
TXN_000355,28/02/2024,MAG_047,30.42,Maison,CLIENT_0537
TXN_000356,10/06/2024,MAG_047,311.77,Maison,
TXN_000357,23/06/2024,MAG_016,20.63,Alimentaire,CLIENT_0020
TXN_000358,2024/04/22,MAG_021,212.3,Maiqson,CLIENT_0943
TXN_000359,2024/04/30,MAG_048,365.06,Textile,CLIENT_0213
TXN_000360,2024/05/23,MAG_021,499.07,Maison,CLIENT_0386
TXN_000361,03/21/2024,MAG_INEXISTANT_003,-232.53,Beauté,CLIENT_0560
TXN_000362,2024/03/31,MAG_044,387.13,Électronique,null
TXN_000363,2024/05/03,MAG_013,478.88,Électronique,CLIENT_0306
TXN_000364,27-02-2024,MAG_020,386.73,Textile,CLIENT_0325
TXN_000365,2024/05/02,MAG_023,282.44,Éectronique,CLIENT_0693
TXN_000366,05/19/2024,MAG_025,448.4,Maison,
TXN_000367,02/07/2024,MAG_019,25.82,Alimentaire,CLIENT_0947
TXN_000368,23/04/2024,MAG_042,131.94,Maison,CLIENT_0207
TXN_000369,2024/05/17,MAG_018,466.85,Étlectronique,n/a
TXN_000370,03/03/2024,MAG_004,336.57,Beauté,
TXN_000371,06/12/2024,MAG_015,30.98,Maison,CLIENT_0735
TXN_000372,2024-04-30,MAG_007,342.19,Textile,#N/A
TXN_000373,20-05-2024,MAG_011,206.42,Maison,
TXN_000374,06/15/2024,MAG_013,379.18,Électronique,CLIENT_0293
TXN_000375,2024/06/14,MAG_004,454.43,Alimentaire,
TXN_000376,16/05/2024,MAG_048,362.94,Alimentaire,CLIENT_0428
TXN_000377,15-02-2024,MAG_003,498.6,Maison,CLIENT_0191
TXN_000378,2024/03/15,MAG_003,9.59,Beauté,CLIENT_0110
TXN_000379,2024/03/26,MAG_019,229.9,Beauté,CLIENT_0506
TXN_000380,2024-02-04,MAG_033,236.67,NULL,CLIENT_0339
TXN_000381,11/02/2024,MAG_047,232.16,Électronique,  
TXN_000382,27/03/2024,MAG_019,286.05,N/A,CLIENT_0626
TXN_000383,06/12/2024,MAG_026,414.36,Beauté,
TXN_000384,23/01/2024,MAG_026,336.28,Textile,CLIENT_0489
TXN_000385,23/03/2024,MAG_016,8.38,Maison,CLIENT_0458
TXN_000386,2024-03-09,MAG_022,154.46,Beauté,n/a
TXN_000387,2024-03-07,MAG_042,182.98,Textile,CLIENT_0684
TXN_000388,2024/01/31,MAG_030,156.87,Maison,CLIENT_0946
TXN_000389,06/29/2024,MAG_050,158.93,Alimentaire,#N/A
TXN_000390,06-06-2024,MAG_015,113.47,Textile,CLIENT_0157
